True_Class,Assigned_Class,Correct,Predicted_Score,C0,C1,C2,C3,C4,C5,C6,C7,C8,C9
5,5,1,0.926086,0.000456,0.000000,0.000512,0.024011,0.000164,0.926086,0.000000,0.001027,0.014925,0.032820
7,7,1,0.600319,0.000043,0.001959,0.015715,0.024659,0.012907,0.002069,0.000003,0.600319,0.019275,0.323051
8,8,1,0.485292,0.016836,0.000250,0.015922,0.453621,0.001129,0.026647,0.000185,0.000000,0.485292,0.000118
6,6,1,0.958442,0.000000,0.000000,0.011191,0.000113,0.004596,0.000005,0.958442,0.000016,0.022164,0.003472
0,0,1,0.837437,0.837437,0.000000,0.048528,0.003780,0.000002,0.105592,0.000047,0.000002,0.004599,0.000013
2,2,1,0.955808,0.000666,0.000156,0.955808,0.006218,0.000210,0.000388,0.000049,0.000150,0.036119,0.000237
4,4,1,0.551609,0.001176,0.000000,0.035337,0.000044,0.551609,0.000000,0.151511,0.000000,0.149241,0.111082
0,0,1,0.721197,0.721197,0.000000,0.000044,0.000001,0.000015,0.000001,0.256133,0.000001,0.022602,0.000006
2,2,1,0.989865,0.000000,0.000000,0.989865,0.000071,0.001125,0.000001,0.008832,0.000000,0.000104,0.000001
2,8,0,0.518299,0.006590,0.001172,0.405617,0.048774,0.000095,0.009212,0.000005,0.008159,0.518299,0.002077
3,3,1,0.700201,0.000019,0.111782,0.006636,0.700201,0.000201,0.025287,0.000061,0.000665,0.042498,0.112648
1,1,1,0.790130,0.000868,0.790130,0.119978,0.020038,0.000016,0.000818,0.007929,0.000000,0.060141,0.000082
9,9,1,0.848880,0.000001,0.000001,0.000009,0.065458,0.009675,0.051705,0.000017,0.023813,0.000440,0.848880
7,7,1,0.953028,0.000006,0.000000,0.011991,0.004138,0.028565,0.000000,0.000896,0.953028,0.000246,0.001130
5,5,1,0.746332,0.000462,0.000000,0.000237,0.244116,0.003377,0.746332,0.000051,0.000333,0.003819,0.001273
1,8,0,0.450307,0.000000,0.305438,0.014079,0.068094,0.003271,0.008974,0.149589,0.000114,0.450307,0.000134
0,0,1,0.951210,0.951210,0.000000,0.014164,0.004732,0.000529,0.026702,0.001084,0.000044,0.001349,0.000186
8,8,1,0.871980,0.000215,0.000489,0.021779,0.001959,0.001459,0.062333,0.001172,0.002993,0.871980,0.035621
4,4,1,0.927965,0.000802,0.000001,0.009864,0.000002,0.927965,0.000033,0.002491,0.000827,0.025984,0.032030
6,6,1,0.959977,0.000004,0.000000,0.037568,0.000086,0.000364,0.000842,0.959977,0.000000,0.001147,0.000011
2,2,1,0.335615,0.004589,0.294413,0.335615,0.073241,0.000012,0.011100,0.001036,0.000013,0.279893,0.000088
6,6,1,0.998649,0.000438,0.000000,0.000307,0.000000,0.000599,0.000000,0.998649,0.000000,0.000004,0.000002
7,7,1,0.970684,0.000005,0.000000,0.000520,0.014229,0.000005,0.000002,0.000000,0.970684,0.000457,0.014098
9,4,0,0.612291,0.006133,0.000096,0.025564,0.000050,0.612291,0.000009,0.000936,0.151787,0.088141,0.114992
3,9,0,0.917919,0.000000,0.000001,0.000132,0.071913,0.000025,0.008610,0.000058,0.001140,0.000203,0.917919
2,6,0,0.548128,0.001810,0.000001,0.004798,0.441285,0.003316,0.000656,0.548128,0.000000,0.000006,0.000000
9,9,1,0.905046,0.000023,0.000001,0.006453,0.001832,0.024645,0.051208,0.001713,0.007002,0.002078,0.905046
8,8,1,0.987910,0.000072,0.000008,0.002783,0.008643,0.000431,0.000011,0.000001,0.000140,0.987910,0.000001
2,2,1,0.972261,0.000166,0.000000,0.972261,0.007968,0.000000,0.000001,0.011961,0.000000,0.007635,0.000008
2,2,1,0.965584,0.000129,0.001188,0.965584,0.002784,0.000525,0.000420,0.016479,0.000000,0.012890,0.000000
9,9,1,0.968269,0.000024,0.000000,0.000027,0.001855,0.001129,0.000056,0.000012,0.027592,0.001036,0.968269
2,2,1,0.695984,0.000063,0.183815,0.695984,0.013977,0.000001,0.002427,0.098855,0.000000,0.004877,0.000002
7,7,1,0.990297,0.001861,0.000000,0.001341,0.006296,0.000029,0.000002,0.000000,0.990297,0.000093,0.000081
3,3,1,0.818517,0.001958,0.003559,0.007802,0.818517,0.000163,0.029625,0.138001,0.000048,0.000324,0.000003
5,5,1,0.518124,0.000171,0.000000,0.000001,0.000011,0.000012,0.518124,0.000000,0.480710,0.000954,0.000016
9,9,1,0.864228,0.000001,0.002244,0.000049,0.000117,0.047605,0.000104,0.000021,0.066982,0.018649,0.864228
1,1,1,0.861869,0.000000,0.861869,0.003643,0.096833,0.000197,0.003806,0.011496,0.000837,0.008841,0.012478
8,8,1,0.882223,0.017810,0.000001,0.005394,0.012698,0.004311,0.067608,0.008096,0.000000,0.882223,0.001859
0,0,1,0.868725,0.868725,0.000000,0.000209,0.000001,0.001639,0.000061,0.065600,0.063757,0.000009,0.000000
2,2,1,0.912283,0.000003,0.000533,0.912283,0.086787,0.000006,0.000014,0.000066,0.000000,0.000307,0.000000
0,0,1,0.969446,0.969446,0.000000,0.018757,0.001667,0.000297,0.003553,0.001434,0.001070,0.003721,0.000054
5,5,1,0.611472,0.000073,0.000002,0.000071,0.021847,0.000272,0.611472,0.232794,0.000003,0.117174,0.016295
2,2,1,0.977967,0.003706,0.001532,0.977967,0.000259,0.000000,0.000797,0.015211,0.000000,0.000522,0.000006
1,1,1,0.826249,0.000000,0.826249,0.005214,0.084103,0.000378,0.001676,0.004356,0.011466,0.002756,0.063801
3,3,1,0.992625,0.000042,0.000000,0.000004,0.992625,0.000352,0.006133,0.000000,0.000002,0.000824,0.000018
7,7,1,0.875688,0.000003,0.000001,0.010456,0.022169,0.000198,0.002445,0.000002,0.875688,0.000109,0.088928
6,6,1,0.922300,0.010122,0.000000,0.006046,0.000085,0.000693,0.054442,0.922300,0.000002,0.005654,0.000656
7,7,1,0.969759,0.000000,0.000000,0.000004,0.000480,0.000004,0.000755,0.000000,0.969759,0.002004,0.026994
1,1,1,0.898975,0.000000,0.898975,0.001880,0.018502,0.000019,0.003668,0.001516,0.014410,0.023377,0.037653
2,2,1,0.979151,0.000000,0.014988,0.979151,0.000409,0.000000,0.000015,0.005426,0.000005,0.000005,0.000001
5,5,1,0.822932,0.003193,0.000000,0.000004,0.003113,0.000002,0.822932,0.000000,0.000054,0.170602,0.000100
8,8,1,0.947860,0.000003,0.000001,0.009928,0.042174,0.000000,0.000012,0.000000,0.000000,0.947860,0.000023
0,0,1,0.984759,0.984759,0.000000,0.000291,0.000135,0.000000,0.000536,0.000000,0.000001,0.014274,0.000004
3,3,1,0.901887,0.000638,0.000006,0.000048,0.901887,0.001002,0.076948,0.000003,0.000001,0.007753,0.011714
7,7,1,0.484723,0.076119,0.000000,0.000000,0.022866,0.294212,0.018157,0.000005,0.484723,0.000004,0.103914
2,1,0,0.527747,0.000000,0.527747,0.004334,0.005714,0.000661,0.009433,0.000016,0.036837,0.395170,0.020087
4,4,1,0.910966,0.004528,0.000251,0.037466,0.000087,0.910966,0.002387,0.004766,0.000109,0.004556,0.034884
0,0,1,0.849452,0.849452,0.000000,0.009857,0.014129,0.000105,0.011212,0.073186,0.000448,0.022083,0.019528
9,9,1,0.976695,0.000022,0.000065,0.000074,0.002010,0.007751,0.002297,0.000123,0.005148,0.005815,0.976695
1,1,1,0.907333,0.000001,0.907333,0.003628,0.029478,0.000037,0.005745,0.002065,0.001746,0.011648,0.038318
8,8,1,0.975587,0.002051,0.000001,0.011023,0.000006,0.000004,0.011326,0.000001,0.000000,0.975587,0.000000
6,6,1,0.924207,0.000026,0.000000,0.067589,0.000000,0.000000,0.000000,0.924207,0.000000,0.008178,0.000000
7,7,1,0.698074,0.000041,0.000034,0.000124,0.000272,0.000538,0.004796,0.000009,0.698074,0.001417,0.294696
7,7,1,0.791234,0.000086,0.044874,0.007710,0.019132,0.002229,0.073674,0.005472,0.791234,0.006432,0.049157
4,4,1,0.834308,0.000001,0.000231,0.005390,0.010289,0.834308,0.000392,0.005335,0.024206,0.005254,0.114593
3,3,1,0.907647,0.000009,0.001649,0.022995,0.907647,0.000032,0.008860,0.000155,0.000151,0.016134,0.042368
4,4,1,0.893430,0.000049,0.010109,0.000245,0.000054,0.893430,0.020453,0.000546,0.000621,0.074168,0.000324
9,9,1,0.958610,0.000028,0.000000,0.008125,0.000000,0.003711,0.000000,0.000183,0.003849,0.025493,0.958610
1,1,1,0.896740,0.000001,0.896740,0.023169,0.018677,0.000068,0.002350,0.004662,0.002919,0.040249,0.011166
9,9,1,0.737630,0.000513,0.000000,0.000000,0.000000,0.254024,0.000004,0.000030,0.005446,0.002353,0.737630
5,5,1,0.523668,0.000129,0.000000,0.004153,0.459185,0.000120,0.523668,0.009955,0.000000,0.002771,0.000019
1,1,1,0.911992,0.000000,0.911992,0.006738,0.023098,0.000055,0.008204,0.002759,0.006290,0.007500,0.033363
7,7,1,0.990176,0.000041,0.000000,0.000244,0.009208,0.000004,0.000000,0.000000,0.990176,0.000275,0.000052
3,3,1,0.979400,0.000378,0.000000,0.019630,0.979400,0.000000,0.000160,0.000117,0.000008,0.000307,0.000000
9,9,1,0.836840,0.000000,0.000000,0.003126,0.000002,0.108705,0.000026,0.000310,0.048546,0.002445,0.836840
7,7,1,0.893777,0.000002,0.000032,0.013873,0.068803,0.000511,0.000863,0.000001,0.893777,0.001195,0.020942
6,6,1,0.951880,0.000000,0.000000,0.044254,0.000002,0.003750,0.000003,0.951880,0.000003,0.000088,0.000020
9,9,1,0.984875,0.000000,0.000000,0.000047,0.001418,0.002506,0.001016,0.000031,0.009913,0.000193,0.984875
1,1,1,0.903442,0.000000,0.903442,0.011111,0.048812,0.000907,0.002877,0.011971,0.009325,0.000442,0.011113
3,3,1,0.817204,0.001040,0.075451,0.000937,0.817204,0.000076,0.085466,0.003135,0.000199,0.009923,0.006568
7,2,0,0.477860,0.000000,0.037219,0.477860,0.450533,0.004292,0.000001,0.000235,0.029683,0.000176,0.000001
8,8,1,0.851973,0.000272,0.001164,0.072819,0.000765,0.027240,0.043209,0.000122,0.000066,0.851973,0.002369
3,3,1,0.985962,0.000003,0.000997,0.007937,0.985962,0.000011,0.000658,0.001154,0.000005,0.003227,0.000046
3,3,1,0.703225,0.000164,0.000634,0.014261,0.703225,0.004121,0.134188,0.000001,0.000174,0.142707,0.000526
6,6,1,0.711491,0.005472,0.000001,0.026180,0.000524,0.002719,0.072568,0.711491,0.000000,0.180765,0.000282
7,7,1,0.669566,0.001032,0.000258,0.000203,0.012500,0.075201,0.083847,0.000462,0.669566,0.001811,0.155120
2,2,1,0.804696,0.000386,0.000023,0.804696,0.002396,0.000009,0.000039,0.000069,0.000000,0.192382,0.000000
8,4,0,0.978188,0.000000,0.000000,0.000048,0.001669,0.978188,0.001070,0.017279,0.000064,0.000172,0.001511
5,7,0,0.577705,0.000000,0.000000,0.000000,0.004622,0.000000,0.411189,0.000000,0.577705,0.001333,0.005150
8,8,1,0.980652,0.000000,0.000138,0.002042,0.003675,0.001169,0.008385,0.000570,0.000827,0.980652,0.002541
5,5,1,0.811498,0.000000,0.000003,0.000323,0.000001,0.000597,0.811498,0.000004,0.000006,0.187567,0.000000
1,1,1,0.858971,0.000001,0.858971,0.014013,0.018299,0.003675,0.003821,0.001407,0.085003,0.006351,0.008458
1,1,1,0.831953,0.000002,0.831953,0.005687,0.037352,0.000043,0.005581,0.003304,0.006783,0.016705,0.092589
4,4,1,0.893986,0.000530,0.000008,0.005302,0.000149,0.893986,0.003156,0.010755,0.000021,0.016282,0.069811
4,4,1,0.809575,0.000065,0.000000,0.000018,0.000138,0.809575,0.003039,0.003426,0.004014,0.003923,0.175803
3,3,1,0.742322,0.000005,0.000013,0.000038,0.742322,0.000390,0.137038,0.000063,0.006871,0.000728,0.112531
1,1,1,0.824609,0.000000,0.824609,0.003429,0.044257,0.000683,0.041242,0.024425,0.001205,0.058251,0.001899
0,0,1,0.981400,0.981400,0.000000,0.000003,0.000142,0.000000,0.018262,0.000068,0.000000,0.000124,0.000001
7,7,1,0.871460,0.000005,0.001755,0.036954,0.031415,0.001342,0.000050,0.000047,0.871460,0.000305,0.056667
7,7,1,0.951361,0.000000,0.000000,0.000517,0.046448,0.001622,0.000000,0.000000,0.951361,0.000021,0.000031
0,0,1,0.956680,0.956680,0.000000,0.004440,0.003734,0.000002,0.035102,0.000002,0.000000,0.000031,0.000009
7,7,1,0.836209,0.000002,0.000000,0.001455,0.005512,0.000023,0.001339,0.000000,0.836209,0.000791,0.154669
9,9,1,0.808285,0.000002,0.000006,0.000006,0.074153,0.015604,0.068562,0.000055,0.033108,0.000220,0.808285
4,9,0,0.824817,0.000002,0.031880,0.000159,0.000258,0.130169,0.001785,0.000755,0.002202,0.007973,0.824817
4,4,1,0.946453,0.000148,0.000152,0.000015,0.006888,0.946453,0.012223,0.010440,0.002967,0.000254,0.020460
8,8,1,0.969653,0.000114,0.000242,0.023190,0.005493,0.000001,0.000579,0.000021,0.000003,0.969653,0.000704
5,5,1,0.873918,0.019591,0.000000,0.000594,0.004651,0.000013,0.873918,0.000000,0.000235,0.100981,0.000017
5,5,1,0.951608,0.011178,0.000001,0.000002,0.003579,0.000003,0.951608,0.000013,0.000000,0.033486,0.000130
4,4,1,0.655643,0.000454,0.000170,0.005786,0.003772,0.655643,0.000027,0.002915,0.001111,0.001265,0.328857
0,0,1,0.878994,0.878994,0.000000,0.040887,0.003887,0.000025,0.065954,0.000001,0.000066,0.006293,0.003894
8,5,0,0.493526,0.027310,0.000000,0.002845,0.055164,0.035641,0.493526,0.000003,0.000008,0.385451,0.000050
2,2,1,0.870522,0.000244,0.000000,0.870522,0.001457,0.000001,0.000000,0.001415,0.000004,0.126347,0.000008
1,1,1,0.695720,0.000001,0.695720,0.009024,0.085189,0.000003,0.006746,0.000206,0.044395,0.042375,0.116341
0,6,0,0.991735,0.002595,0.000013,0.000042,0.000000,0.001165,0.001334,0.991735,0.003018,0.000095,0.000004
8,8,1,0.932944,0.000014,0.000103,0.033961,0.000552,0.000038,0.000277,0.000178,0.000057,0.932944,0.031876
4,4,1,0.973666,0.000011,0.000000,0.000007,0.000073,0.973666,0.000031,0.002703,0.000001,0.021774,0.001733
5,8,0,0.686765,0.000017,0.000000,0.205071,0.010010,0.000688,0.031364,0.066084,0.000000,0.686765,0.000000
0,0,1,0.761283,0.761283,0.000000,0.037657,0.004424,0.000002,0.195776,0.000014,0.000043,0.000794,0.000005
4,4,1,0.889966,0.083464,0.000000,0.000416,0.000811,0.889966,0.000017,0.003245,0.000653,0.003118,0.018308
0,0,1,0.844765,0.844765,0.000004,0.004160,0.000299,0.002321,0.129403,0.018827,0.000099,0.000116,0.000005
6,6,1,0.939801,0.000016,0.000056,0.053321,0.000053,0.005556,0.000883,0.939801,0.000076,0.000005,0.000234
1,1,1,0.915379,0.000001,0.915379,0.018061,0.020276,0.000144,0.004449,0.011450,0.006834,0.011566,0.011840
7,7,1,0.582317,0.000023,0.000071,0.000055,0.032017,0.015379,0.360598,0.000364,0.582317,0.004536,0.004640
3,3,1,0.792174,0.000041,0.000638,0.088770,0.792174,0.000004,0.013439,0.000001,0.000526,0.104315,0.000092
2,8,0,0.587427,0.003121,0.000002,0.355384,0.026912,0.000004,0.000071,0.000000,0.023913,0.587427,0.003165
6,6,1,0.794709,0.003351,0.000004,0.002480,0.044584,0.000647,0.153238,0.794709,0.000000,0.000761,0.000226
7,7,1,0.923088,0.005039,0.000013,0.000002,0.000194,0.000195,0.001860,0.000003,0.923088,0.000019,0.069588
2,2,1,0.994135,0.002346,0.000000,0.994135,0.000273,0.002877,0.000207,0.000128,0.000000,0.000034,0.000000
6,6,1,0.992064,0.004150,0.000000,0.002077,0.000000,0.001656,0.000000,0.992064,0.000004,0.000043,0.000005
9,9,1,0.876767,0.000000,0.000030,0.000326,0.070022,0.028050,0.013117,0.000151,0.001429,0.010108,0.876767
3,3,1,0.639621,0.000231,0.002025,0.003964,0.639621,0.000014,0.233398,0.005905,0.000013,0.109948,0.004880
1,1,1,0.925474,0.000000,0.925474,0.017920,0.014303,0.000037,0.011201,0.012278,0.002583,0.004266,0.011938
4,4,1,0.927117,0.000002,0.000000,0.011052,0.000001,0.927117,0.000001,0.000710,0.000000,0.040491,0.020626
6,6,1,0.505517,0.460260,0.000000,0.034221,0.000000,0.000001,0.000000,0.505517,0.000001,0.000000,0.000000
2,8,0,0.618037,0.000928,0.000002,0.366171,0.011338,0.000000,0.003524,0.000000,0.000000,0.618037,0.000000
5,5,1,0.801344,0.002727,0.000001,0.000064,0.116744,0.000462,0.801344,0.067763,0.000001,0.009878,0.001017
4,9,0,0.777890,0.000001,0.001993,0.000013,0.010723,0.162901,0.034948,0.000093,0.008749,0.002689,0.777890
2,8,0,0.707057,0.001453,0.000136,0.174898,0.028247,0.000018,0.000049,0.000053,0.056781,0.707057,0.031308
0,0,1,0.999485,0.999485,0.000000,0.000163,0.000000,0.000000,0.000001,0.000000,0.000004,0.000344,0.000003
6,6,1,0.958510,0.000149,0.000061,0.005798,0.002892,0.005099,0.023400,0.958510,0.000000,0.003879,0.000210
2,2,1,0.940288,0.053251,0.000000,0.940288,0.005403,0.000000,0.000018,0.000114,0.000000,0.000926,0.000000
1,1,1,0.917398,0.000039,0.917398,0.026340,0.010294,0.001213,0.000530,0.000073,0.011558,0.030906,0.001649
7,7,1,0.871791,0.000000,0.000723,0.000339,0.000685,0.001527,0.002070,0.000001,0.871791,0.000301,0.122564
3,3,1,0.809575,0.000002,0.000001,0.000253,0.809575,0.000000,0.004176,0.000000,0.171173,0.012194,0.002626
4,4,1,0.718100,0.002564,0.000001,0.012362,0.005887,0.718100,0.000124,0.000590,0.000367,0.000300,0.259705
1,1,1,0.853154,0.000001,0.853154,0.025892,0.023558,0.000123,0.017334,0.004275,0.006475,0.014241,0.054946
0,0,1,0.934834,0.934834,0.000003,0.011598,0.000061,0.000488,0.035898,0.006591,0.000002,0.010499,0.000026
5,5,1,0.639946,0.007827,0.000000,0.000008,0.310323,0.000106,0.639946,0.000000,0.000000,0.038297,0.003495
4,4,1,0.704103,0.000007,0.000000,0.000304,0.000116,0.704103,0.000184,0.000099,0.005076,0.050561,0.239550
3,3,1,0.980237,0.000060,0.000292,0.002093,0.980237,0.000441,0.002428,0.003095,0.000001,0.008234,0.003119
1,1,1,0.915479,0.000001,0.915479,0.024623,0.019963,0.000645,0.002795,0.006079,0.006942,0.013191,0.010283
1,1,1,0.895582,0.000001,0.895582,0.003664,0.010951,0.000173,0.028881,0.011118,0.029825,0.007693,0.012112
7,7,1,0.733475,0.000005,0.000000,0.005803,0.233863,0.000313,0.000622,0.000007,0.733475,0.000051,0.025861
4,4,1,0.827751,0.000073,0.000003,0.002223,0.005222,0.827751,0.049040,0.000508,0.015159,0.068533,0.031486
9,9,1,0.906801,0.000062,0.000000,0.001522,0.002535,0.031851,0.002500,0.000356,0.025423,0.028949,0.906801
9,9,1,0.814124,0.000039,0.000002,0.001558,0.108363,0.015371,0.016767,0.000329,0.009415,0.034031,0.814124
4,9,0,0.518659,0.000016,0.003263,0.005115,0.044410,0.279677,0.002395,0.017616,0.019114,0.109736,0.518659
8,8,1,0.985398,0.004330,0.000120,0.000111,0.000016,0.000027,0.003643,0.000968,0.000004,0.985398,0.005382
4,4,1,0.947725,0.002184,0.000000,0.002397,0.000002,0.947725,0.000003,0.004355,0.000082,0.011431,0.031821
0,0,1,0.936462,0.936462,0.000000,0.027271,0.033974,0.000000,0.000034,0.000007,0.000493,0.000031,0.001728
2,2,1,0.985665,0.001496,0.000000,0.985665,0.001423,0.000027,0.000000,0.000382,0.010755,0.000215,0.000036
4,4,1,0.855088,0.000022,0.000013,0.003944,0.000098,0.855088,0.000802,0.000915,0.070395,0.027854,0.040869
5,5,1,0.533411,0.000019,0.000000,0.000157,0.000819,0.000006,0.533411,0.000001,0.000000,0.465587,0.000001
1,1,1,0.843121,0.000037,0.843121,0.055780,0.013104,0.009398,0.005283,0.002045,0.042108,0.023260,0.005863
1,1,1,0.910503,0.000000,0.910503,0.007136,0.025927,0.000021,0.005241,0.020499,0.000899,0.021242,0.008530
6,6,1,0.918048,0.004804,0.000001,0.001083,0.001988,0.000199,0.019990,0.918048,0.000000,0.053806,0.000081
4,4,1,0.935732,0.002811,0.000000,0.029478,0.000002,0.935732,0.000176,0.001771,0.000001,0.028587,0.001443
7,7,1,0.827738,0.000097,0.000000,0.000025,0.005052,0.003656,0.001271,0.000002,0.827738,0.000242,0.161917
1,1,1,0.848151,0.000002,0.848151,0.006496,0.030334,0.000744,0.007202,0.002287,0.080035,0.001661,0.023089
9,9,1,0.928039,0.000000,0.000258,0.000027,0.009865,0.008023,0.001746,0.000206,0.046110,0.005726,0.928039
4,4,1,0.709631,0.000091,0.005622,0.008878,0.014779,0.709631,0.067201,0.002398,0.006320,0.007135,0.177945
2,2,1,0.802112,0.000017,0.000756,0.802112,0.126862,0.000001,0.000029,0.045640,0.000002,0.024258,0.000324
4,4,1,0.774609,0.000000,0.000000,0.006909,0.000195,0.774609,0.002624,0.010230,0.000000,0.019497,0.185936
1,1,1,0.852176,0.000000,0.852176,0.001842,0.040224,0.000113,0.008218,0.003558,0.001205,0.069045,0.023619
5,5,1,0.892411,0.000266,0.000000,0.000532,0.002146,0.008597,0.892411,0.074761,0.000000,0.020740,0.000547
5,5,1,0.888742,0.000004,0.000000,0.000031,0.000020,0.000659,0.888742,0.000000,0.000464,0.099438,0.010642
3,3,1,0.992946,0.004735,0.001131,0.000057,0.992946,0.000009,0.000939,0.000089,0.000016,0.000031,0.000047
8,5,0,0.428686,0.000075,0.012910,0.000987,0.063411,0.005540,0.428686,0.070754,0.004134,0.408675,0.004828
3,3,1,0.966729,0.000130,0.000001,0.002068,0.966729,0.000187,0.028745,0.001476,0.000000,0.000663,0.000000
1,1,1,0.892987,0.000000,0.892987,0.004203,0.020110,0.000100,0.015925,0.006433,0.016998,0.005378,0.037867
4,4,1,0.929771,0.000000,0.000000,0.005375,0.020460,0.929771,0.000324,0.007959,0.000002,0.035817,0.000292
5,5,1,0.847826,0.001199,0.000000,0.000030,0.115082,0.000804,0.847826,0.000008,0.000057,0.034294,0.000700
6,6,1,0.930171,0.003458,0.000010,0.001357,0.001258,0.001171,0.061813,0.930171,0.000070,0.000682,0.000009
8,8,1,0.870345,0.000001,0.000000,0.003781,0.034642,0.000459,0.000005,0.000009,0.000063,0.870345,0.090695
9,9,1,0.917232,0.000005,0.000000,0.002395,0.023371,0.017225,0.007720,0.000032,0.010381,0.021638,0.917232
4,4,1,0.786212,0.000012,0.000003,0.006999,0.000087,0.786212,0.001864,0.006186,0.009936,0.046550,0.142151
1,1,1,0.877238,0.000004,0.877238,0.014357,0.028191,0.000016,0.008203,0.001056,0.001358,0.052459,0.017117
5,9,0,0.679894,0.000293,0.000013,0.022822,0.000276,0.049859,0.225556,0.000119,0.015858,0.005311,0.679894
3,3,1,0.985588,0.000003,0.000001,0.009122,0.985588,0.000000,0.000000,0.000000,0.000347,0.004939,0.000000
8,8,1,0.968274,0.000007,0.000000,0.014816,0.011158,0.000570,0.000717,0.000808,0.000072,0.968274,0.003577
0,0,1,0.972088,0.972088,0.000000,0.000538,0.000011,0.000244,0.010519,0.013160,0.000011,0.002710,0.000718
3,3,1,0.418675,0.000195,0.340152,0.032961,0.418675,0.000001,0.043713,0.157013,0.005199,0.000986,0.001106
2,2,1,0.887936,0.000569,0.000000,0.887936,0.098229,0.000002,0.000241,0.012977,0.000000,0.000046,0.000000
5,5,1,0.733066,0.000060,0.000039,0.002872,0.001200,0.000304,0.733066,0.000009,0.009982,0.225020,0.027449
1,1,1,0.854378,0.000000,0.854378,0.004767,0.026301,0.000107,0.013071,0.017268,0.000059,0.079461,0.004589
2,2,1,0.999344,0.000000,0.000000,0.999344,0.000571,0.000000,0.000000,0.000052,0.000000,0.000032,0.000000
8,9,0,0.289436,0.050769,0.000249,0.001204,0.139059,0.015389,0.270206,0.000501,0.000026,0.233161,0.289436
3,3,1,0.821929,0.000020,0.000000,0.000003,0.821929,0.020011,0.000610,0.157170,0.000000,0.000234,0.000022
4,4,1,0.914966,0.023480,0.000000,0.000003,0.000572,0.914966,0.014469,0.005246,0.000144,0.007488,0.033634
4,4,1,0.793434,0.000503,0.000001,0.186465,0.000001,0.793434,0.000303,0.009503,0.000008,0.008525,0.001257
0,0,1,0.896970,0.896970,0.000000,0.082118,0.000156,0.000000,0.000001,0.013582,0.006638,0.000513,0.000022
8,8,1,0.966767,0.000014,0.000011,0.001217,0.008556,0.000008,0.002098,0.000000,0.000015,0.966767,0.021316
8,8,1,0.809829,0.000710,0.000068,0.009774,0.140812,0.023289,0.014055,0.001205,0.000020,0.809829,0.000237
3,3,1,0.974491,0.000148,0.000008,0.008114,0.974491,0.000006,0.014827,0.000008,0.000002,0.002397,0.000000
3,3,1,0.852182,0.002795,0.000011,0.000336,0.852182,0.000001,0.142316,0.000317,0.001376,0.000624,0.000042
1,1,1,0.851267,0.000007,0.851267,0.012747,0.023179,0.000047,0.046125,0.006723,0.014225,0.013340,0.032340
7,7,1,0.598701,0.000868,0.000000,0.130290,0.029508,0.000000,0.000059,0.000018,0.598701,0.238978,0.001577
3,3,1,0.850236,0.000055,0.000568,0.001400,0.850236,0.000001,0.000510,0.000001,0.136141,0.000285,0.010803
5,5,1,0.667244,0.000020,0.000000,0.000000,0.005646,0.002037,0.667244,0.167417,0.000000,0.157624,0.000012
9,9,1,0.737935,0.000001,0.000000,0.000158,0.000004,0.008679,0.000020,0.000005,0.160177,0.093021,0.737935
6,6,1,0.926531,0.000005,0.000002,0.062193,0.000438,0.000346,0.002866,0.926531,0.000000,0.007595,0.000025
3,3,1,0.970232,0.009681,0.000115,0.014093,0.970232,0.000001,0.002783,0.000012,0.001934,0.001144,0.000005
2,2,1,0.623872,0.000000,0.053516,0.623872,0.089087,0.000000,0.000076,0.000074,0.000000,0.233372,0.000003
6,6,1,0.855093,0.143440,0.000000,0.001465,0.000000,0.000000,0.000000,0.855093,0.000000,0.000001,0.000000
1,1,1,0.863072,0.000000,0.863072,0.011105,0.011726,0.000008,0.027038,0.004499,0.000123,0.080534,0.001893
3,3,1,0.972017,0.000011,0.000037,0.006593,0.972017,0.000000,0.021320,0.000006,0.000000,0.000016,0.000000
6,6,1,0.978740,0.003730,0.000000,0.004327,0.000115,0.000530,0.011835,0.978740,0.000000,0.000686,0.000036
0,0,1,0.943540,0.943540,0.000000,0.003907,0.000058,0.000215,0.034575,0.003897,0.000031,0.013757,0.000018
7,7,1,0.995097,0.000200,0.000000,0.000049,0.004425,0.000000,0.000000,0.000000,0.995097,0.000027,0.000201
2,2,1,0.885215,0.037872,0.000000,0.885215,0.000000,0.000003,0.000076,0.000117,0.000000,0.076675,0.000041
1,1,1,0.852902,0.000009,0.852902,0.040022,0.036608,0.000026,0.016475,0.003363,0.000876,0.038153,0.011566
7,7,1,0.977974,0.000000,0.000000,0.000051,0.006834,0.000039,0.000006,0.000000,0.977974,0.000058,0.015038
1,1,1,0.896496,0.000000,0.896496,0.010426,0.029123,0.000029,0.010605,0.004409,0.000344,0.025955,0.022611
4,4,1,0.705572,0.000050,0.000003,0.000031,0.000546,0.705572,0.248532,0.000186,0.009688,0.009831,0.025560
2,2,1,0.745627,0.000197,0.000002,0.745627,0.155479,0.000024,0.000042,0.000964,0.000000,0.097666,0.000000
4,8,0,0.915506,0.000329,0.001435,0.000476,0.000058,0.080120,0.000733,0.000353,0.000491,0.915506,0.000499
2,2,1,0.819649,0.004097,0.000002,0.819649,0.165321,0.003413,0.006461,0.000154,0.000000,0.000893,0.000008
1,1,1,0.760813,0.000000,0.760813,0.018201,0.056801,0.000200,0.000687,0.000211,0.053976,0.002690,0.106420
